@relation 'vagrant-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R36,7,6,11,8,10,12,14,2,9,15,1,17,18,20,53'

@attribute requester {pearkes,kenorb,larsch,jtopper,altexdim,mwrock,amontalban,tpenguin,kamigerami,geo4orce,donaldguy,radarhere,interdev,evisboy,jzohrab,Eric-Guo,budhrg,oddtazz,snagy22000,sethvargo,rightsaidjames,krutcha,taurus-forever,erSitzt,mbrodala,pra85,evaryont,prateepb,kkremitzki,gavioto,williamonymous,tompscanlan,wjsager,mmickan,theengineear,daniel-sc,jlduran,cweagans,anatol,adamenger,velocity303,kamazee,sneal,gimler,gildegoma,kylegibson,michaldo,aqnouch,kriuz,petems,OmarIthawi,sschuberth,char16t,mitchellh,ianvanness,KaffeJunky123,metropolislights,geerlingguy,josephfrazier,kikitux,tomkins,captainill,tonyarkles,michaa76,rickard-von-essen,mkuzmin,chenz,reedloden,jharshman,rubenv,romulodl,timuralp,legal90,handlers,Panya,iamseth,ReadmeCritic,yoshiyaka,thachmai,signed8bit,oliviermeurice,fedorovdima,dmacvicar,amirbilu,Ingramz,invernizzi,dvorak,nikelmwann,aneeshusa,rogerhu,karthequian,dexterc,matthewcodes,gawbul,glamouracademy,gpkfr,jsyeo,htesligte,joseph-onsip,markus-perl,timotei,grafjo,javimuu,PatOShea,jcockhren,caleblloyd,electrofelix,knixeur,ctammes,iankronquist,janek-warchol,Fudoshiki,trivoallan,blueyed,bitprocessor,senglin,tbriggs-curse,justinlynn,tomfanning,jperville,loren-osborn,samphippen,philipwigg,krig,dharmab,myrjola,mirthy,phinze,jgoldschrafe,jrob,modernlegend,yanosz,konomae,dustymabe,ArloL,gajdaw,marc-ta,hubub,tknerr,glensc,cbednarski,issyl0,lonniev,JustinCampbell,pwnall,philoserf,tjanez,StefanScherer,cazzerson,mtwentyman,evverx,vbaskoff,driskell,Johntron,caseylang,benh57,bdwyertech,darkn3rd,pogliamarci,ievgenp,Mattias-,denisbr,jkburges,bheuvel,cristovaov,progamesigner,aidanhs,wkral,kaorimatz,densuke,adrianguenter,msabramo,dcbw,strzibny,oxygen0211,cisco87,jjasghar,ivuk,miguel250,peckpeck,alh84001,jeremyplichta,iNecas,Ryanbarnes420,chrisbaldauf,berendt,linyows,jim-minter,leocassarani,bergman,deviantintegral,c33s,mrahtz,mahnkong,agdula,taliesins,Stanzilla,dmangot,paul-krohn,brooksbrown,otagi,jfbibeau,frapposelli,purpleidea,bluehaoran,michaeldhopkins,notpeter,quirkey,stoned,thenewwazoo,randonn,jackywu,vvchik,ssugar,marsam,obnoxxx,MiLk,johnsonj,eidge,francisoud,follower,duro,aogail,Turbo87,Jamezz,valchonedelchev,timoguin,ibizaman,marxarelli,laetificat,trensen,edward010,davidsantoso,erwinvaneyk,hashar,choffee,agreenbhm,YpNo,mafrosis,tioteath,kev009,timsutton,frankbb,mixpix3ls,SchnWalter,channui,Scythril,terceiro,Keeguon,rgardler,aknrdureegaesr,blairham,radeksimko,alfonsodev,dragon788,simonjbeaumont,simonvetter,voxik,BlakeMesdag,clayallsopp,tomassrnka,thierrymarianne,clintoncwolfe,clinstid,hdeheer,windowsrefund,bvalerius,peterood,dcarley,fgrehm,johnclaus,AntonioMeireles,wkolean,simon3z,MobileWiseguyTX,mdirik,ermaker,tai-ga,lpabon,HerrBertling,databus23,willdurand,zmingee,maxlinc,tjouan,c0dxtr3m1st,frodenas,heydonovan,imjacobclark,joelhandwell,kalifg,tboettch,riquito,jquast,athak,oeuftete,svenXY,obfusk,michaeljb,malonecm,whitel,jcollins1991,aidanmorgan,maoueh,derdanne,julienvey,stephenwithav,jch,llamallama,ccutrer,philwrenn,KFishner,robkinyon,aspiers,Tarrant,cllns,konstantint,uchagani,awithersdd,jramnani,orenmazor,dimbleby,tmatilai,jschwarze,dlundgren,crypt1d,styro,danielsiwiec,davidjb,dannykansas,dup2,rogeriopradoj,ilucker,ebelew,mrwhelan,plu,matgnt,Xylakant,kbohnenberger,lunetics,chriskuehl,sprin,donckers,tboerger,mpoeter,jugglinmike,rtkrruvinskiy,abele,Gurpartap,jure,andytson,npvisual,igas,keithchambers,juliandunn,cdenneen,omehegan,simoleone,dmcrystax,gpoulin2,rclanan,sax,lsimons,jdmulloy,BackSlasher,s7726,sumkincpp,andrewmains12,ewigkeit1204,nmische,parisholley,justanshulsharma,acidum,gildub,fpletz,danielparks,synth3tk,b-dean,stvleung,emyl,stevemcc,vStone,EvanPurkhiser,ffrank,bbaugher,schauer,vassilevsky,aaadschutz,techtonik,amracks,keiths-osc,skeggse,sfx-public,Maks3w,BlackIkeEagle,dhoppe,cielavenir,akzhan,salimane,zr40,simono,bewiwi,KLVTZ,brettporter,calvinhp,ifnull,dougm,pdericson,PerilousApricot,az7arul,xstevecs,catsby,marnovdm,rockymadden,zigg,stonith,kalmanh,Freyskeyd,gpurkins,snowch,hippich,shtouff,cstrahan,targetx007,RabidGuppy,ramakrishnan,YungSang,agilebarbecue,goshakkk,szuliq,assens,takekazuomi,tupy,p0deje,cammoraton,felixrabe,also,sciurus,chr4,lamont-granquist,eykd,shadowfax-chc,JuanitoFatas,wtanaka,bclarkindy,benesch,javornikolov,bmcorser,ronnix,rasschaert,jingchan,jjshoe,mjfroehlich,brenttheisen,Mulkave,zeroem,bmorg,b-long,cuberri,zzamboni,timcooper,Arxisos,joanbarros,ndemonner,briandailey,odigity,davidkuridza,oscarrenalias,valioDOTch,philippfranke,pmenglund,miurahr,Coffee-fan,toooooooby,jaikdean,skoblenick,mattoxbeckman,ecoleman,novalagung,barrkel,skinofstars,mivok,justincwatt,pbitty,alimony,andyclarke,uwej711,cournape,rissem,jyggen,khiro,ex-nerd,freshteapot,mkremer,xraj,mway,schlamar,Fuhrmann,patrickheeney,bbinet,Krazylee,stormbrew,adamlazz,mafigit,johnbellone,ramondelafuente,mattes,johan-open-future,endemics,gldnspud,lheinlen-os,ajw0100,retr0h,kvilhaugsvik,eugeneware,shanegibbs,ryanuber,dstevenson,earnubs,elyast,gnawhleinad,mhahn,rmccue,danielbachhuber,maspwr,wouteroostervld,nickborromeo,frosario,chrischillibean,mpalmer,myoung34,seginoviax,morrizon,timgus,thanosa75,gustavobgama,masteinhauser,miketheman,glebm,smoyer,charlax,ryansb,joestump,graingert,lunohodov,sferik,jameydeorio,darthmuffins,MarcMeszaros,marcellodesales,picsolvebryan,tobiasbaehr,Ninir,Ninjamoose,oalders,Grunny,ampedandwired,martinezdelariva,acharlieh,adrianlzt,drpebcak,tnaoto,arthurnn,bbonamin,lndbrg,makern,scalp42,ShonM,mwarkentin,jpfuentes2,teaforthecat,mattalexx,till,bennlich,instilled,alangarf,ticosax,nikhilv,Sgoettschkes,athoune,elliotsegler,markpeek,millerdev,isaoshimizu,rconradharris,AJCStriker,phs,jaugustin,ziuchkovski,hatsuseno,andyfowler,canausa,tduffield,jeremyfelt,clintjhill,jackdesert,onejli,rimckenn,tmacedo,Schpidi,SpringMT,txchen,hikch,borgstrom,tehmaspc,catharsis,Tomdarkness,viq,sgronblo,3flex,virtuald,gwaldo,tuminoid,mpioli,copperlight,jeffasinger,jabclab,eggsby,ianheggie,jeremyquinton,daveloyall,grenade,czi,fcharlier,mrkafk,Caustic,PeteMichaud,bt5e,aleno,gregwork,mark-rushakoff,mikerowehl,tpltnt,Raman148,deltaroe,atomic-penguin,cmthornton,grepory,BreiteSeite,ndemoor,herdani,psi,beporter,gildas,erichelgeson,miguno,tsahara-iij,mlex,janth,shutej,Boohbah,ches,rajivr,ppp0,sevos,tejaycar,mcourtois,flozano,talexb,gwenci,michaelglass,StephenKing,erran,bmabey,tsugliani,tehranian,zvirusz,mpapis,znz,korya,Sauraus,nickanderson,saturnflyer,marcparadise,b2jrock,mightybs,commandtab,bdon,patcon,sthulb,koolhead17,benjixx,voronoipotato,mfournier,trlinkin,ngiger,scottmuc,jprosevear,tgarvey,kburwieck,davegudge,hecko,Aigeruth,dsesh,hwartig,ekalinin,wbates,tunix,econchick,jheise,drogerschariot,frankshearar,Loa,tawan,toretore,pronix,aszeszo,akalyaev,igorbonadio,cliles,Govinda-Fichtner,gilesbowkett,pmorton,johntdyer,gumayunov,hectcastro,nickrw,NeilW,raadad,cassianoleal,davidbirdsong,geetarista,onefrankguy,tobli,chorankates-sfdc,smdahlen,benprew,schisamo,jimmycuadra,jefflab,wormzer,wenlock,neil477,davedevelopment,jedvardsson,kentaro,janschumann,hmalphettes,rubbish,yujiorama,uggedal,nickchappell,martoe,lucaspiller,curzonj,masm,whiteley,aaa572,jblaine,grosser,frsantos,johnbarney,erikh,phunehehe,erictip,ereslibre,hh,ithinkihaveacat,samet,lolindrath,pastafari,dmajkic,magec,kainz,llonchj,yarikoptic,nicobrevin,eladroz,kbrock,rizzatti,ozanturksever,nwjsmith,jwhitley,hdorio,priestjim,jbraeuer,paulmars,chilicat,mattandersen,jasim,ryfow,morpheu,xiwenc,pbrisbin,gmsharky,jeremyd,lorello,obscurerichard,carlossg,paulv,petere,sbfaulkner,michaelthies,sl4m,YannRobert,gabetax,piavlo,smerrill,rrehbeindoi,julianhille,hugowetterberg,gaffo,Samuel29,danmidwood,bcwaldon,jtimberman,jmazzi,spk,benburkert,chipchilders,scoates,vaimo-wilko,mandarbarve,loe,conormcd,dansimau,5long,bobmaerten,marklap,jamtur01,jssjr,zsiddique,nathankleyn,muffs,videlalvaro,RLasinski,mattrobenolt,monvillalon,mxtthias,leth,oker1,kindjal,npeters,webcoyote,hollow,jmahowald,ryanlecompte,squarelover,jhf,LarsFronius,dbroeglin,nesQuick,rafmagana,bitprophet,calavera,theju,stevehodgkiss,andyl,skarab,dcolish,lorin,hvolkmer,Oakie3CR,rvermeulen,rtyler,andrewchalfant,withnale,mbbx6spp,wayneeseguin,jbochi,Achimh3011,dgholz,ndwns,ergonlogic,jjhuff,jsoriano,bobveznat,semarj,mephaust,straphka,jkutner,withnail,sroegner,mamciek,rtgibbons,jarmo,sigi,henare,sirl1on,zev,bgreenlee,richardiux,halcyonCorsair,LeftyBC,dgtized,hedgehog,paulsmith,cwarden,avit,russss,jbrown,lmars,alexey-chebotar,xuru,eriksencosta,mdellanoce,dizzyd,brycethornton,ticean,wjlroe,kevin1024,dctrwatson,ody,sjl,darrin-wortlehock,samerbuna,ambethia,mirell,josephholsten,tnm,brianloveswords,pelletier,xdissent,dax,simonsd,halcyon,gabemc,jeffrafter,pauln415,theaboutbox,RichardBronosky,svenfuchs,mlinderm,reset,nstielau,philips,ryansch,alanshields,mhorbul,stopdropandrew,bodepd,jwinter,wfarr,th34ut0m4t0r,rcreasey,patcoll,wsc,tonyla,TimDumol,morepanda,gammons,ramonvanalteren,jeffmccune,tail,aglarond,thbar,vishvananda,mdub,underlog,kvs,michaelbearne,mtrudel,evtuhovich,bpo,masterzen,tolbrino,lstoll,bnmrrs,scompt,dreamcat4,ctrabold,drnic,adamv,ankopainting,bixu}
@attribute num_commits numeric
@attribute description_length numeric
@attribute files_changed numeric
@attribute files_added numeric
@attribute files_modified numeric
@attribute src_files numeric
@attribute other_files numeric
@attribute created_at_day_turn {noite,madrugada,tarde,manha}
@attribute files_deleted numeric
@attribute src_churn numeric
@attribute created_at_week_day {terca-feira,domingo,sabado,quarta-feira,sexta-feira,quinta-Feira,segunda-feira}
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute commits_to_hottest_file numeric
@attribute status {0,1}

@data
bclarkindy,1,24,1,0,1,1,0,madrugada,0,2,domingo,4.510606,0.086235,9,1
benesch,1,88,1,0,1,1,0,noite,0,2,sabado,3.836489,0.073347,11,1
benesch,1,44,2,0,2,2,0,noite,0,5,sabado,8.249073,0.157707,9,1
javornikolov,1,7,1,0,1,1,0,manha,0,2,sabado,4.049153,0.077412,2,1
bmcorser,1,9,1,0,1,1,0,manha,0,5,sabado,3.854668,0.073694,6,0
benesch,1,119,17,0,17,17,0,noite,0,167,sexta-feira,75.948115,1.451982,9,1
mitchellh,2,15,7,3,4,4,1,madrugada,0,130,sexta-feira,23.043422,0.441671,102,1
mitchellh,9,53,11,0,11,10,1,noite,0,116,quinta-Feira,72.584924,1.392342,100,1
shadowfax-chc,1,85,1,0,1,1,0,noite,0,2,quinta-Feira,4.1122,0.078881,4,1
sneal,3,11,11,0,11,11,0,tarde,0,59,quinta-Feira,50.121182,0.96144,10,1
ronnix,1,4,1,0,1,1,0,tarde,0,2,quinta-Feira,4.541624,0.087119,153,1
sneal,7,51,17,10,6,14,0,manha,1,410,quinta-Feira,83.102336,1.605622,7,1
sneal,2,28,2,0,2,2,0,madrugada,0,0,quinta-Feira,18.244742,0.352504,2,1
sneal,2,29,4,1,3,3,1,madrugada,0,196,quarta-feira,18.05844,0.351803,2,1
sneal,5,38,14,8,6,14,0,madrugada,0,93,quarta-feira,71.000057,1.383178,5,1
sneal,1,44,9,7,2,9,0,noite,0,11,terca-feira,42.707277,0.831996,1,1
rasschaert,1,23,3,0,3,2,1,madrugada,0,7,domingo,12.79462,0.268903,85,1
jingchan,1,15,1,0,1,1,0,madrugada,0,2,sexta-feira,4.26476,0.089632,23,1
jjshoe,1,5,2,0,2,2,0,noite,0,2,quarta-feira,8.870249,0.186425,20,1
berendt,1,12,1,0,1,1,0,tarde,0,3,quarta-feira,4.941392,0.103853,0,0
benesch,1,12,1,0,1,1,0,madrugada,0,2,quarta-feira,4.528288,0.095171,7,1
berendt,1,76,1,0,1,1,0,tarde,0,4,terca-feira,4.37626,0.092062,0,0
mjfroehlich,1,2,1,0,1,1,0,madrugada,0,2,segunda-feira,4.432285,0.093242,3,1
berendt,4,129,3,0,3,3,0,tarde,0,293,domingo,36.382459,0.765379,10,1
berendt,1,167,1,0,1,1,0,tarde,0,2,sabado,3.97356,0.083837,8,1
brenttheisen,1,17,2,0,2,2,0,madrugada,0,4,sabado,9.329833,0.196846,15,0
brenttheisen,1,12,2,0,2,1,1,madrugada,0,7,sabado,8.373556,0.17667,88,1
Mulkave,1,6,1,0,1,0,1,noite,0,0,sexta-feira,4.333769,0.091436,86,1
berendt,1,98,1,0,1,1,0,tarde,0,4,sexta-feira,4.076662,0.086012,5,1
berendt,1,6,1,0,1,0,1,tarde,0,0,sexta-feira,4.316604,0.091075,83,1
berendt,1,26,2,0,2,1,1,manha,0,3,sexta-feira,8.126058,0.171449,83,1
gildegoma,1,48,1,0,1,1,0,manha,0,2,sexta-feira,3.7152,0.078386,18,1
zeroem,1,133,2,0,2,2,0,madrugada,0,20,sexta-feira,8.89983,0.187775,18,0
bmorg,1,173,1,0,1,1,0,madrugada,0,2,quinta-Feira,3.83308,0.081014,4,1
b-long,1,68,1,0,1,1,0,noite,0,1,terca-feira,4.639823,0.098267,1,0
cuberri,3,32,4,0,4,4,0,noite,0,29,terca-feira,25.068869,0.530936,7,0
zzamboni,1,18,1,0,1,0,0,madrugada,0,0,terca-feira,4.700156,0.099545,1,1
zzamboni,1,11,2,1,1,1,0,madrugada,0,170,terca-feira,9.643589,0.204447,20,1
timcooper,1,96,1,0,1,1,0,noite,0,2,segunda-feira,4.361098,0.092457,8,1
timcooper,1,24,1,0,1,1,0,noite,0,2,segunda-feira,4.166436,0.08833,5,1
Arxisos,1,106,1,0,1,1,0,tarde,0,9,sabado,4.582517,0.09725,12,1
joanbarros,1,11,1,0,1,1,0,noite,0,2,quinta-Feira,4.631402,0.098287,4,1
ndemonner,4,16,5,1,4,3,0,noite,0,246,quinta-Feira,39.061011,0.828951,0,1
briandailey,1,168,1,0,1,1,0,madrugada,0,2,quinta-Feira,3.981231,0.084489,48,0
follower,1,11,1,0,1,1,0,tarde,0,6,quarta-feira,4.997056,0.106133,21,1
odigity,1,6,1,0,1,1,0,madrugada,0,4,quarta-feira,4.831046,0.102696,0,1
davidkuridza,1,46,1,0,1,0,1,tarde,0,0,terca-feira,4.036609,0.085808,98,1
oscarrenalias,4,85,2,0,2,2,0,noite,0,8,segunda-feira,15.282546,0.324869,7,1
berendt,1,98,3,0,3,2,1,noite,0,12,segunda-feira,12.811978,0.27235,98,1
valioDOTch,1,64,1,0,1,1,0,tarde,0,2,segunda-feira,4.0691,0.086499,11,0
philippfranke,1,8,3,1,2,3,0,noite,0,22,domingo,13.446347,0.285836,108,1
pmenglund,1,13,1,0,1,1,0,manha,0,4,domingo,4.363625,0.09276,9,1
miurahr,1,12,1,0,1,1,0,manha,0,2,domingo,4.305791,0.09153,17,1
Coffee-fan,1,54,1,0,1,1,0,madrugada,0,11,domingo,4.827691,0.102625,6,1
toooooooby,1,183,1,0,1,1,0,tarde,0,2,sexta-feira,4.819413,0.102449,4,0
jaikdean,1,7,1,0,1,1,0,noite,0,8,quinta-Feira,4.805853,0.10216,19,1
ramakrishnan,1,20,1,0,1,1,0,manha,0,4,quinta-Feira,4.172593,0.088699,19,1
skoblenick,1,14,1,0,1,1,0,manha,0,3,quarta-feira,4.56121,0.09696,17,0
mattoxbeckman,1,39,1,0,1,1,0,madrugada,0,1,quarta-feira,4.575079,0.097255,0,1
ecoleman,1,13,1,0,1,1,0,madrugada,0,3,quarta-feira,4.130014,0.087794,14,1
berendt,1,26,1,0,1,1,0,noite,0,2,terca-feira,4.514119,0.095959,4,1
novalagung,1,110,1,0,1,1,0,madrugada,0,3,terca-feira,4.30337,0.091479,49,0
barrkel,2,93,1,0,1,1,0,noite,0,18,segunda-feira,9.213252,0.195851,0,1
sneal,1,63,1,0,1,1,0,noite,0,6,segunda-feira,4.411969,0.093787,18,1
emyl,1,18,1,0,1,1,0,tarde,0,4,domingo,4.261587,0.090591,7,1
skinofstars,1,13,1,0,1,1,0,tarde,0,2,domingo,4.227782,0.089872,9,1
gildegoma,8,67,6,3,3,4,0,tarde,0,8,sexta-feira,19.350674,0.411347,0,1
mivok,1,9,2,1,1,2,0,madrugada,0,20,sexta-feira,9.078467,0.195644,0,1
justincwatt,3,90,1,0,1,1,0,madrugada,0,27,sexta-feira,13.810629,0.297623,1,1
pbitty,1,93,2,0,2,2,0,madrugada,0,1,quinta-Feira,8.732378,0.188185,17,1
alimony,1,9,1,0,1,1,0,noite,0,2,quarta-feira,4.819413,0.10386,4,0
andyclarke,1,26,1,0,1,1,0,madrugada,0,2,terca-feira,4.421926,0.095296,2,1
uwej711,1,60,1,0,1,1,0,noite,0,9,segunda-feira,5.180843,0.111651,4,1
cournape,1,56,2,0,2,2,0,madrugada,0,25,domingo,8.574338,0.184783,6,1
rissem,1,15,2,0,2,2,0,madrugada,0,4,sabado,9.735414,0.209805,0,1
mitchellh,6,78,19,10,9,15,2,noite,0,616,sexta-feira,76.65653,1.652001,106,1
fgrehm,2,91,100,0,100,100,0,noite,0,0,sexta-feira,461.386515,9.944338,26,1
jyggen,1,129,1,0,1,1,0,tarde,0,2,sexta-feira,4.111991,0.088626,3,1
khiro,1,25,3,0,3,1,0,manha,0,42,sexta-feira,15.116509,0.325809,0,1
ex-nerd,1,7,1,0,1,1,0,madrugada,0,2,sexta-feira,4.850663,0.104547,9,0
pearkes,1,45,10,0,10,10,0,noite,0,30,quinta-Feira,47.127719,1.01578,7,1
cuberri,1,8,2,1,1,2,0,madrugada,0,19,quinta-Feira,8.292481,0.179068,1,1
freshteapot,1,30,1,0,1,1,0,madrugada,0,4,quinta-Feira,4.633015,0.100046,4,1
mkremer,1,25,1,0,1,1,0,madrugada,0,11,quinta-Feira,4.635319,0.100095,0,1
xraj,1,138,1,0,1,1,0,noite,0,2,quarta-feira,4.899421,0.105798,7,1
mway,3,7,1,0,1,1,0,noite,0,17,quarta-feira,4.10953,0.088741,9,0
schlamar,2,5,2,0,2,2,0,noite,0,10,quarta-feira,13.80042,0.298313,108,1
mway,1,10,1,0,1,1,0,tarde,0,2,quarta-feira,4.34821,0.093992,0,1
xraj,2,90,1,0,1,1,0,tarde,0,4,quarta-feira,9.156358,0.197926,7,1
Fuhrmann,1,5,1,0,1,1,0,manha,0,2,quarta-feira,4.538568,0.098107,3,1
cournape,1,135,2,0,2,2,0,madrugada,0,27,quarta-feira,8.70787,0.188231,6,1
patrickheeney,1,58,1,0,1,1,0,noite,0,2,terca-feira,4.430304,0.095766,1,0
bbinet,1,37,1,0,1,1,0,noite,0,6,terca-feira,4.156875,0.089856,4,1
Krazylee,1,3,1,0,1,1,0,tarde,0,2,terca-feira,3.961399,0.085631,14,1
sax,5,81,19,13,6,14,0,manha,0,213,terca-feira,81.480575,1.761304,0,1
jjshoe,1,7,1,0,1,1,0,madrugada,0,4,terca-feira,4.479001,0.096819,21,1
stormbrew,4,95,8,0,8,8,0,madrugada,0,61,terca-feira,20.848103,0.450657,26,0
adamlazz,2,39,3,1,2,3,0,noite,0,16,segunda-feira,13.211825,0.286139,0,1
gildegoma,2,33,3,0,3,3,0,madrugada,0,23,segunda-feira,18.201038,0.394178,19,1
mafigit,1,31,1,0,1,1,0,tarde,0,14,sabado,4.290752,0.092924,0,1
mafigit,1,31,1,0,1,1,0,tarde,0,14,sabado,4.290752,0.092924,0,0
gildegoma,2,10,2,0,2,2,0,madrugada,0,6,sexta-feira,13.414857,0.291091,17,1
johnbellone,13,72,19,9,10,17,0,noite,0,701,quarta-feira,198.619248,4.316356,9,0
ramondelafuente,1,161,5,0,5,5,0,madrugada,0,30,quarta-feira,21.924406,0.477585,29,1
mattes,2,15,1,0,1,1,0,tarde,0,5,segunda-feira,4.214955,0.091814,7,1
bmorg,1,48,1,0,1,1,0,madrugada,0,2,domingo,4.542302,0.098945,3,1
mitchellh,40,64,120,67,36,69,2,madrugada,17,4690,sabado,720.696102,16.533649,19,1
johan-open-future,1,157,3,0,3,2,1,noite,0,23,quinta-Feira,12.954175,0.300057,121,0
endemics,3,173,4,0,4,3,1,manha,0,61,quinta-Feira,8.64479,0.200243,5,0
gldnspud,1,92,1,0,1,1,0,madrugada,0,1,quarta-feira,3.966267,0.091973,4,0
odigity,1,5,2,1,1,1,0,noite,0,33,terca-feira,9.4838,0.220153,14,1
lheinlen-os,1,48,1,0,1,1,0,tarde,0,2,terca-feira,4.090288,0.09495,14,1
tmatilai,2,86,5,0,5,4,1,manha,0,96,domingo,26.465717,0.615022,125,1
ajw0100,1,106,1,0,1,1,0,manha,0,12,quinta-Feira,4.117923,0.095699,4,1
retr0h,2,106,1,0,1,1,0,manha,0,21,quinta-Feira,8.902219,0.206883,7,0
pearkes,1,17,1,0,1,0,0,noite,0,0,quarta-feira,4.065295,0.094476,2,1
kvilhaugsvik,1,45,1,0,1,1,0,madrugada,0,8,quarta-feira,4.393833,0.102328,8,0
pearkes,1,31,1,0,1,1,0,noite,0,2,segunda-feira,4.648523,0.10826,0,1
gildegoma,14,38,2,0,2,2,0,tarde,0,290,domingo,39.972606,0.930925,7,1
eugeneware,2,64,1,0,1,1,0,manha,0,4,sabado,4.41859,0.102905,0,1
shanegibbs,1,8,2,0,2,1,0,manha,0,1,sabado,8.722201,0.203133,4,0
ryanuber,3,137,3,0,3,3,0,?,0,14,sexta-feira,17.195658,0.400466,5,1
shanegibbs,2,14,2,0,2,1,0,tarde,0,2,sexta-feira,4.36711,0.101705,4,1
dstevenson,2,17,3,1,2,3,0,madrugada,0,23,terca-feira,13.507131,0.31557,5,0
earnubs,1,79,1,0,1,1,0,noite,0,2,segunda-feira,3.821756,0.089288,14,0
gildegoma,7,177,1,0,1,1,0,noite,0,178,segunda-feira,28.423656,0.664029,7,1
elyast,1,35,2,0,2,1,0,madrugada,0,3,segunda-feira,8.863925,0.207077,2,1
gnawhleinad,1,41,16,0,16,16,0,tarde,0,108,sabado,66.193193,1.546422,12,1
mitchellh,12,177,13,2,11,11,0,noite,0,703,sexta-feira,138.899009,3.25192,29,1
mhahn,2,6,1,0,1,1,0,madrugada,0,4,sexta-feira,4.548755,0.108434,8,1
mitchellh,90,213,62,17,45,48,2,manha,0,3439,quinta-Feira,1074.418422,25.612137,96,1
rmccue,1,20,1,0,1,1,0,manha,0,22,terca-feira,4.73038,0.113412,3,1
danielbachhuber,1,4,1,0,1,0,1,madrugada,0,0,terca-feira,4.230549,0.10165,94,1
mitchellh,9,62,9,1,8,8,0,madrugada,0,269,terca-feira,52.751779,1.267501,18,1
jtopper,3,80,1,0,1,1,0,tarde,0,6,segunda-feira,4.509005,0.108338,4,1
maspwr,1,189,2,0,2,2,0,madrugada,0,50,domingo,9.075854,0.221166,7,1
fgrehm,1,61,1,0,1,1,0,noite,0,5,sabado,4.307799,0.104975,15,1
tmatilai,5,36,13,5,8,12,1,manha,0,125,sabado,13.73362,0.33468,0,1
tmatilai,2,48,22,8,14,21,1,manha,0,550,sexta-feira,188.863055,4.602479,88,1
wouteroostervld,2,38,2,0,2,1,1,tarde,0,8,quinta-Feira,16.460794,0.40114,88,0
nickborromeo,1,4,1,0,1,1,0,tarde,0,2,quinta-Feira,4.842421,0.118007,8,0
JustinCampbell,1,23,1,0,1,1,0,noite,0,2,terca-feira,4.246274,0.103479,11,1
frosario,2,81,4,0,4,4,0,noite,0,8,terca-feira,15.328734,0.373552,10,1
chrischillibean,1,85,1,0,1,1,0,tarde,0,2,terca-feira,3.9467,0.096179,2,0
mitchellh,2,23,8,0,8,8,0,madrugada,0,51,segunda-feira,34.170967,0.832708,10,1
tmatilai,3,47,2,1,1,2,0,manha,0,30,domingo,8.804044,0.214545,4,1
obfusk,1,7,1,0,1,1,0,manha,0,17,sabado,4.274596,0.104167,8,1
mpalmer,1,55,1,0,1,1,0,madrugada,0,3,quarta-feira,4.124714,0.100515,8,0
myoung34,1,20,1,0,1,0,0,noite,0,0,terca-feira,5.221156,0.127235,2,0
seginoviax,1,24,7,2,5,6,1,tarde,0,142,terca-feira,31.529868,0.768355,87,0
morrizon,1,40,1,0,1,1,0,noite,0,1,domingo,4.447055,0.108761,4,1
timgus,1,170,1,0,1,1,0,noite,0,4,sabado,3.919106,0.095851,2,1
mitchellh,10,199,14,1,13,12,2,manha,0,165,sabado,94.182767,2.303464,84,1
thanosa75,1,76,1,0,1,1,0,noite,0,3,sexta-feira,4.361712,0.106795,4,0
BlackIkeEagle,1,60,1,0,1,1,0,tarde,0,2,sexta-feira,4.283014,0.104868,4,1
tmatilai,4,59,10,1,9,7,0,manha,0,313,sexta-feira,87.511094,2.144893,8,1
tmatilai,1,17,2,0,2,2,0,madrugada,0,12,quinta-Feira,9.553786,0.23762,21,1
gustavobgama,1,6,1,0,1,1,0,tarde,0,2,quarta-feira,4.406527,0.109609,2,1
masteinhauser,2,71,2,0,2,2,0,noite,0,4,terca-feira,4.565794,0.11409,0,1
mitchellh,5,26,8,3,5,6,0,manha,0,146,terca-feira,39.068653,0.976246,6,1
